,Alcaldia,Colonia,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Cocina_equip,Gimnasio,Amueblado,Alberca,Terraza,Elevador,m2_construido,Baños,Recamaras,Lugares_estac,Precio_m2,Cluster Labels
311,Iztapalapa,Presidentes de México,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,80.0,1.0,2,1,350.994,2
312,Miguel Hidalgo,Escandón I,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,0,0,0,1,1,184.0,2.0,2,1,8217.0,1
313,Tlahuac,Los olivos ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,50.0,1.0,2,1,730.0,2
314,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,0,0,1,1,1,217.0,3.0,3,2,7500.0,1
315,Gustavo A. Madero,San Juan de Aragón,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,63.0,1.0,2,1,488.138,2
316,Coyoacan,Paseos de Taxqueñ,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,1,0,90.0,1.0,2,2,1170.0,2
317,Iztapalapa,Chinampac,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,60.0,1.0,2,1,370.0,2
318,Iztapalapa,Tepalcates,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,62.0,1.0,2,1,1200.0,2
319,Alvaro Obregon,Jardines del Pedregal,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,0,0,0,0,0,136.0,2.0,3,2,4250.0,1
320,Cuahtemoc,Condesa,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,0,0,0,1,0,165.0,2.0,2,0,7500.0,1
321,Alvaro Obregon,Rincon de la bolsa,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,80.0,2.0,2,2,4045.435,1
322,Iztapalapa,Tepalcates,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,67.0,2.0,3,1,1752.709,2
323,Gustavo A. Madero,Guadalupe Tepeyac,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,70.0,1.0,2,0,825.2,2
324,Iztapalapa,Rinconada Estrella,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,1,85.0,1.0,3,1,1695.0,2
325,Gustavo A. Madero,Progreso Nacional,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,80.0,1.0,2,1,499.981,2
326,Gustavo A. Madero,Residencial Oriente,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,80.0,1.0,3,1,534.1,2
327,Iztapalapa,El vergel,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,0,0,0,0,0,0,80.0,1.0,2,1,491.401,2
328,Venustiano Carranza,Cuchilla Pantitlan,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,1,50.0,1.0,2,2,741.0,2
329,Gustavo A. Madero,Vallejo,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,60.0,1.0,2,1,969.506,2
330,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,240.0,2.0,3,5,13800.0,3
331,Alvaro Obregon,Las aguilas,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,0,1,1,270.0,2.5,3,3,9000.0,3
332,Alvaro Obregon,Jardines del Pedregal,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,196.0,2.0,2,3,10290.0,3
333,Azcapotzalco,Santo Tomas,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,1,70.0,2.0,3,1,2800.0,1
334,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,74.0,2.0,2,2,4970.0,1
335,Milpa alta,Nativitas ,2.7994205439952373,3.8138994979976197,51.22951436664049,23.456157173235717,30.323110292202387,8.532997867309527,6.465903091366667,0.22702943210476184,13.059364018926193,63.969239382804766,0,0,0,0,0,0,42.0,1.0,1,1,1280.0,2
336,Gustavo A. Madero,Martín Carrera,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,74.0,1.0,2,1,622.56,2
337,Coyoacan,Pedregal de Coyoacan,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,0,0,93.0,2.0,3,1,3250.0,1
338,Cuahtemoc,Condesa,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,1,0,1,1,1,93.0,2.0,2,2,6231.0,1
339,Venustiano Carranza,Venustiano Carranza,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,1,1,52.0,2.0,2,1,246.8,2
340,Benito Juárez,Napoles,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,1,0,1,1,1,59.0,1.0,1,1,4497.68,1
341,Coyoacan,Pedregal de Santo Domingo,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,1,1,51.0,1.0,2,1,2150.0,2
342,Venustiano Carranza,Nicolás Bravo,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,0,56.0,1.0,2,1,578.197,2
343,Alvaro Obregon,Jardines del Pedregal,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,148.0,2.0,2,2,15300.0,3
344,Tlahuac,Zapotitla,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,53.0,1.0,2,1,1158.0,2
345,Coyoacan,Pedregal de Carrasco,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,1,1,1,1,1,107.0,2.0,2,2,4900.0,1
346,Tlahuac,Tlahuac ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,61.0,2.0,2,2,2000.0,2
347,Azcapotzalco,Petrolera,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,1,114.0,2.0,3,2,3549.0,1
348,Milpa alta,Política Milpa Alta,2.7994205439952373,3.8138994979976197,51.22951436664049,23.456157173235717,30.323110292202387,8.532997867309527,6.465903091366667,0.22702943210476184,13.059364018926193,63.969239382804766,0,0,0,0,0,0,95.0,1.0,3,1,1915.0,2
349,Xochimilco,Bosque Residencial del Sur,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,0,0,0,1,1,90.0,2.0,3,1,2300.0,2
350,Cuajimalpa,Santa Fe,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,1,0,1,1,1,110.0,2.0,2,2,9500.0,3
351,Gustavo A. Madero,Vallejo,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,1,1,62.25,2.0,2,1,2026.466,2
352,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,0,1,1,200.0,4.0,3,2,8200.0,1
353,Cuajimalpa,Paseo de la Reforma,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,1,0,1,1,1,149.0,3.0,2,2,8500.0,1
354,Benito Juárez,Narvarte,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,0,0,0,1,1,98.0,2.0,3,2,5300.0,1
355,Tlahuac,Zapotitla,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,43.0,1.0,2,1,725.3,2
356,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,0,0,1,1,1,172.0,2.0,3,2,14672.0,3
357,Iztapalapa,Lomas de San Loerenzo,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,65.0,1.0,2,1,1200.0,2
358,Tlalpan,Miguel Hidalgo,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,0,105.0,2.0,3,3,3100.0,1
359,Iztapalapa,Churubusco,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,1,71.0,1.0,2,1,1470.0,2
360,Cuahtemoc,Cuauhtemoc,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,0,0,0,0,1,0,119.0,2.0,2,1,6700.0,1
361,Tlahuac,Santiago Zapotitlan,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,56.0,1.0,2,1,671.0,2
362,Venustiano Carranza,Nicolás Bravo,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,1,54.0,1.0,2,1,899.0,2
363,Tlahuac,Los olivos,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,44.0,1.0,2,0,235.84,2
364,Tlahuac,Villa centroamericana ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,54.0,1.0,2,1,1100.0,2
365,Tlahuac,La draga,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,55.0,1.0,2,1,750.0,2
366,Tlalpan,San Nicolás,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,1,122.0,3.0,2,2,3316.41,1
367,Iztacalco,Granjas México,1.1316229270212963,4.465611975386111,41.4221179141,16.974437164757415,26.97150189961944,2.9173942653009273,0.07349715698055553,0.051385442419444434,7.678413919123147,39.09502461574166,1,1,0,0,1,1,57.0,2.0,2,1,2093.0,2
368,Cuahtemoc,Rio Niagara,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,0,0,0,1,1,90.0,2.0,1,1,5900.0,1
369,Venustiano Carranza,Arenal 1a Sección,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,0,42.0,1.0,2,1,378.06,2
370,Xochimilco,San Lorenzo Atemoaya,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,0,0,0,0,0,65.0,1.0,2,1,1190.0,2
371,Cuahtemoc,Condesa,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,0,0,0,0,1,120.0,3.0,3,1,5500.0,1
372,Cuajimalpa,Santa Fe,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,0,0,0,1,1,229.0,3.0,3,3,8900.0,3
373,Benito Juárez,Santa Cruz Atoyac,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,1,0,1,1,1,77.0,2.0,2,2,4100.0,1
374,Cuahtemoc,Juárez,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,0,0,0,1,1,71.0,2.0,2,1,5151.4,1
375,Miguel Hidalgo,Lomas Altas,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,1,0,0,1,1,256.0,4.0,3,3,16000.0,3
376,Benito Juárez,Narvarte,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,0,0,0,0,1,137.0,3.0,3,2,6750.0,1
377,Iztapalapa,Las Américas,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,46.0,1.0,2,1,950.0,2
378,Iztapalapa,Lomas Estrella,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,61.0,1.0,2,1,622.52,2
379,La Magdalena Contreras,Santa Teresa,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,0,1,1,131.0,2.0,3,2,6300.0,1
380,Benito Juárez,Acacias,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,0,0,0,1,1,71.0,2.0,2,2,5282.376,1
381,Coyoacan,Ajusco,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,0,0,64.0,2.0,2,0,2178.0,2
382,Alvaro Obregon,San Angel,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,107.0,2.0,3,2,5300.0,1
383,Tlahuac,Los olivos,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,50.0,1.0,2,1,780.0,2
384,Cuajimalpa,Bosques de las Lomas,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,1,0,1,1,1,300.0,3.0,3,3,11900.0,3
385,La Magdalena Contreras,San Jerónimo Líndice,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,0,1,1,250.0,3.0,4,3,5900.0,1
386,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,0,0,0,1,1,217.0,2.0,3,2,11950.0,3
387,Gustavo A. Madero,Jorge Negrete,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,40.0,1.0,2,1,774.0,2
388,Tlahuac,Santa Ana Poniente ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,66.0,1.0,2,1,990.0,2
389,Iztacalco,Iztacalco,1.1316229270212963,4.465611975386111,41.4221179141,16.974437164757415,26.97150189961944,2.9173942653009273,0.07349715698055553,0.051385442419444434,7.678413919123147,39.09502461574166,1,0,0,0,0,0,75.0,1.0,3,1,617.505,2
390,Alvaro Obregon,Alcantarilla,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,400.0,4.5,3,4,13500.0,3
391,Tlalpan,Lomas del Pedregal,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,1,230.0,3.0,3,2,14990.0,3
392,Alvaro Obregon,Santa fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,129.0,2.0,2,2,6700.0,1
393,Gustavo A. Madero,Tepeyac Insurgentes,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,91.0,1.0,3,1,816.0,2
394,La Magdalena Contreras,Lomas Quebradas,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,0,1,1,126.0,2.0,2,2,5975.0,1
395,Venustiano Carranza,Nicolás Bravo,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,1,65.0,1.0,2,1,593.6,2
396,Venustiano Carranza,Moctezuma 1a Sección,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,0,50.0,1.0,1,0,800.0,2
397,Tlahuac,Miguel Hidalgo,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,50.0,1.0,2,1,785.0,2
398,Iztapalapa,San Lorenzo Xicotencatl,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,1,0,68.0,1.0,3,1,1595.0,2
399,Tlahuac,Miguel Hidalgo ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,54.0,1.0,2,1,1250.0,2
400,Cuahtemoc,Roma Norte,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,0,0,0,0,0,200.0,2.0,2,2,6000.0,1
401,Azcapotzalco,Ampliacion del Gas,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,1,0,1,1,1,68.0,2.0,2,1,2500.0,1
402,Gustavo A. Madero,Martín Carrera,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,62.0,1.0,2,1,553.045,2
403,Gustavo A. Madero,Lindavista,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,73.0,2.0,2,1,796.847,2
404,Benito Juárez,Xoco,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,0,0,1,1,1,84.0,2.5,2,2,5822.567,1
405,Alvaro Obregon,Santa Fe ,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,234.0,4.0,3,3,13000.0,3
406,Gustavo A. Madero,San Juan de Aragón,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,65.0,1.0,2,1,820.0,2
407,Gustavo A. Madero,Siete Maravillas,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,57.0,1.0,2,1,660.12,2
408,Venustiano Carranza,Lorenzo Boturini,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,1,1,56.0,1.0,2,1,980.2,2
409,Iztapalapa,San Nicolás Tolentino,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,80.0,1.0,3,1,759.0,2
410,Iztapalapa,Tetepilco,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,70.0,1.0,2,1,840.0,2
411,La Magdalena Contreras,Héroes de Padierna,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,1,1,1,447.0,4.0,4,3,15500.0,3
412,Iztapalapa,Churubusco,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,1,0,0,0,70.0,1.0,3,1,1400.0,2
413,Iztapalapa,El Prado,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,56.0,1.0,2,1,1750.0,2
414,Iztapalapa,Progresista,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,60.0,1.0,2,1,850.0,2
